tx_x,tx_y,rssi_dbm,aoa_rad,csi_real,csi_imag
1.5,3.5,-37.74814134358098,-2.7367008673047097,-0.001227636202344324,0.0004152493308641922
1.5,4.0,-36.28529226356246,-2.8632929945846817,-0.0008725737177667387,-0.001261267736182336
1.5,4.5,-35.58928102586421,-2.999695598985629,-0.0008891876754971995,-0.0014037023136045522
1.5,5.0,-37.127746598127786,3.141592653589793,-0.0009111641550505073,0.0010522389693897443
1.5,5.5,-40.17536314758436,2.999695598985629,-0.0003888399179923994,-0.0008995715783172539
1.5,6.0,-39.71037683572544,2.8632929945846817,-0.0007136275892419602,-0.0007481295246284665
1.5,6.5,-38.33688483168707,2.7367008673047097,-0.0006762669895218462,0.001004620528179521
1.5,7.0,-42.43891124420295,2.62244653934327,0.0005387700253474789,0.0005291824708755703
1.5,7.5,-38.63388103984194,2.5213431676069717,0.0004984224427464167,-0.0010588825731974577
1.5,8.0,-42.37885783899274,2.432966381462123,0.0007393514006319743,-0.00017778528788084196
1.5,8.5,-41.77803202577293,2.356194490192345,-0.0005073306350075657,0.0006376986245416195
1.5,9.0,-43.50235393215331,2.289626326416521,-2.84146385815145e-05,0.0006675583553467704
1.5,9.5,-46.56674685198482,2.2318394956455836,3.640700153284241e-05,-0.00046811563942785784
2.0,0.5,-45.446267427737695,-2.158798930342464,-0.0004134442361315296,0.00033824669741611114
2.0,1.0,-40.98515674632547,-2.214297435588181,-0.0006618863682330148,0.0005991278314620146
2.0,1.5,-41.747477336906265,-2.279422598922567,0.0007462017423518867,-0.00033453730345611764
2.0,2.0,-38.662286322197296,-2.356194490192345,0.0011433782809014952,-0.00023111523514539106
2.0,2.5,-37.94793797094435,-2.44685437739309,-0.0012663610205217867,1.8345506924908342e-05
2.0,3.0,-37.97795882507165,-2.5535900500422257,-0.00034480917666421327,0.0012141103201014358
2.0,3.5,-38.81087090833803,-2.677945044588987,0.000673726350831861,0.0009279299087003964
2.0,4.0,-36.567522401208464,-2.819842099193151,0.0008686861867486376,-0.0012039800140013646
2.0,4.5,-36.99998119691449,-2.976443976175166,0.00041703252660669544,0.0013495757945993089
2.0,5.0,-36.81407209686518,3.141592653589793,0.0014430757982749705,8.33954619460698e-06
2.0,5.5,-36.819551659904974,2.976443976175166,0.0006097243123260202,0.0013069612300317072
2.0,6.0,-37.916073957016,2.819842099193151,0.000947181517775829,-0.0008477415743894377
2.0,6.5,-39.9709183157958,2.677945044588987,0.0004612379258028972,0.0008910546287596567
2.0,7.0,-39.08673018006611,2.5535900500422257,5.510699142932061e-05,0.0011095029570519339
2.0,7.5,-38.98321648725664,2.44685437739309,-0.0011104462456362056,-0.00017524022446168536
2.0,8.0,-38.725011166187564,2.356194490192345,0.0010724207561586892,-0.00043718441045654936
2.0,8.5,-38.43881734570881,2.279422598922567,0.0006365281268762729,-0.0010136123046131178
2.0,9.0,-42.140717136262225,2.214297435588181,-8.757847817907727e-05,0.0007766409469873447
2.0,9.5,-39.11838084179335,2.158798930342464,-0.0010893350541704922,0.00019601528414956592
2.5,0.5,-45.56878776173649,-2.0778948311872334,-0.0005265149539717173,1.383602877459132e-05
2.5,1.0,-41.27958682771181,-2.129395642138459,0.00010222830724277752,-0.0008569435230047444
2.5,1.5,-38.9668044937623,-2.191045812777718,0.0005847142416041823,-0.0009626495694143701
2.5,2.0,-38.22977868326859,-2.2655346029916,-0.0011655223414623766,-0.00038049473031785485
2.5,2.5,-36.26358014946366,-2.356194490192345,-0.0009514401191618272,-0.0012077797115131505
2.5,3.0,-39.15136364021484,-2.4668517113662407,0.0009471231971106663,0.0005645899752319168
2.5,3.5,-35.30303438561386,-2.601173153319209,-0.0011424188111121114,-0.0012821962475836465
2.5,4.0,-37.182111681377506,-2.761086276477428,0.0012771861215376233,-0.0005311506270119429
2.5,4.5,-34.428465648855834,-2.9441970937399127,-0.00041272020176122014,-0.0018538399621685917
2.5,5.0,-35.550534421147056,3.141592653589793,-0.0011307359606192837,-0.0012276866582719465
2.5,5.5,-36.47563743523123,2.9441970937399127,0.0001125262195092234,-0.0014962128210653125
2.5,6.0,-39.028318663966466,2.761086276477428,0.0010753851843871049,-0.00030706653483663883
2.5,6.5,-35.550136876229516,2.601173153319209,-0.0009518739230387744,-0.0013711197594316353
2.5,7.0,-38.91280548137357,2.4668517113662407,0.0009399081298498618,0.0006332687884035947
2.5,7.5,-35.60060313228131,2.356194490192345,-0.0010392316503780768,-0.0012937711581061959
2.5,8.0,-38.7961946004156,2.2655346029916,-0.0011484150939304516,2.3560711904807265e-05
2.5,8.5,-40.00515877619059,2.191045812777718,0.00031137861643130364,-0.0009496611028840431
2.5,9.0,-39.226769974828876,2.129395642138459,0.0003572817532180125,-0.0010330664069827704
2.5,9.5,-40.350412022463345,2.0778948311872334,-0.0009603035717962991,1.7348066238206337e-05
3.0,0.5,-43.835524810421916,-1.9890206563741257,0.00021609613408654545,-0.0006056201839339825
3.0,1.0,-44.171938484029425,-2.0344439357957027,-0.0006149759666768475,-6.677175373480984e-05
3.0,1.5,-43.81740966617478,-2.0899424410414196,0.0005444458727252419,0.0003446451885318217
3.0,2.0,-39.09468393992444,-2.158798930342464,-0.0002013976361231921,0.001091427788611077
3.0,2.5,-38.267395439349166,-2.2455372690184494,0.0010477934803333373,0.0006264051174384572
3.0,3.0,-37.80753626450881,-2.356194490192345,-0.0005600946533071486,0.0011588802876352842
3.0,3.5,-35.27670906609824,-2.498091544796509,-0.001015030659414121,-0.0013916866200574484
3.0,4.0,-33.75831116024905,-2.677945044588987,0.000493510111856257,-0.001991318771560316
3.0,4.5,-34.411217894331315,-2.896613990462929,0.0009349448290241877,0.0016574958380939898
3.0,5.0,-32.69625514234254,3.141592653589793,-0.0008241361623199282,0.0021669679954272737
3.0,5.5,-32.90517168351164,2.896613990462929,0.001357598258314496,0.0018109216346087551
3.0,6.0,-34.087220071232466,2.677945044588987,0.00013689600196592974,-0.001970577625439797
3.0,6.5,-37.50151120961717,2.498091544796509,-0.0006503571265825825,-0.0011639142321087847
3.0,7.0,-38.23014182016568,2.356194490192345,-0.0005770686173001865,0.0010817045309450095
3.0,7.5,-37.960547164908114,2.2455372690184494,0.000974270084245463,0.0008063214724510261
3.0,8.0,-38.10315730031998,2.158798930342464,-0.0004609208421543799,0.0011555271623914728
3.0,8.5,-42.118059835241084,2.0899424410414196,0.0006590035964592625,0.0004239699493731348
3.0,9.0,-43.32219716077171,2.0344439357957027,-0.0006199855990424195,-0.00028454957934348935
3.0,9.5,-47.24842645979075,1.9890206563741257,0.0002671833295988271,-0.00034212021025568364
3.5,0.5,-42.30949022692937,-1.892546881191539,-5.9596127469473646e-05,0.0007642032566179881
3.5,1.0,-41.04474959916434,-1.9295669970654687,-0.0007280250746719952,0.0005061274637166651
3.5,1.5,-38.07537747677073,-1.97568811307998,-0.0007419078982522354,0.0010035912092081281
3.5,2.0,-37.86678552185025,-2.0344439357957027,0.0005901120588782225,0.0011340321311900808
3.5,2.5,-35.77332113875031,-2.1112158270654806,-0.0011169965285573638,-0.0011827063480761239
3.5,3.0,-37.35456472964793,-2.214297435588181,-0.0006996618941720465,-0.0011615986722994767
3.5,3.5,-33.65659495227718,-2.356194490192345,0.002020810510764429,-0.00047430772097136744
3.5,4.0,-33.28736090337598,-2.5535900500422257,0.0010555700026222403,0.0018912312169442288
3.5,4.5,-32.09746318133283,-2.819842099193151,-0.0022290846118781845,0.0010957803355290995
3.5,5.0,-30.818217338310177,3.141592653589793,0.0028778024074853116,3.27737305320285e-05
3.5,5.5,-32.704684213032465,2.819842099193151,-0.002120804929635115,0.0009309754130411229
3.5,6.0,-32.55117737120189,2.5535900500422257,0.0010881636005393275,0.002091276093786726
3.5,6.5,-34.202130244315555,2.356194490192345,0.001825878432686386,-0.0006827865804156089
3.5,7.0,-34.180328448542696,2.214297435588181,-0.0010266424871295794,-0.0016628767440360567
3.5,7.5,-34.209699277036435,2.1112158270654806,-0.0012653004634297742,-0.001480684723033233
3.5,8.0,-38.94436211038137,2.0344439357957027,0.00046111131063241307,0.0010307927725256186
3.5,8.5,-38.9091900391319,1.97568811307998,-0.0010068463410324905,0.0005213317890751774
3.5,9.0,-41.357957440245755,1.9295669970654687,-0.000820018827549832,0.00024300648919523807
3.5,9.5,-43.770383553869834,1.892546881191539,-0.0003125463677469648,0.000567482759186648
4.0,0.5,-41.33374073863996,-1.7894652726688385,0.0005998952486436436,-0.0006129428511911625
4.0,1.0,-41.799421929041394,-1.8157749899217608,-0.000392946871582509,0.0007115997133753266
4.0,1.5,-40.068625261652635,-1.849095985800008,-0.0004831302194547507,-0.000866549381230002
4.0,2.0,-37.40452152719037,-1.892546881191539,0.0008733352960553976,-0.0010271770918335434
4.0,2.5,-36.97338042108871,-1.9513027039072615,0.0013601022960967517,-0.00039705332916142985
4.0,3.0,-33.20590450720775,-2.0344439357957027,0.00015410449970118268,-0.0021808369655126002
4.0,3.5,-32.783439540810015,-2.158798930342464,0.0011205688132956803,0.0020031101388180016
4.0,4.0,-30.406399192102313,-2.356194490192345,-0.0016276706695280497,-0.0025411352362276463
4.0,4.5,-29.59996409607775,-2.677945044588987,-0.0022910918260019004,0.0023907678378503466
4.0,5.0,-27.55026667486632,3.141592653589793,-0.0020290407442785214,-0.0036689440432644592
4.0,5.5,-28.143135487632122,2.677945044588987,-0.0029312125800194343,0.0025967454864754785
4.0,6.0,-30.368844993519446,2.356194490192345,-0.0016740522689423604,-0.002526522827260134
4.0,6.5,-32.53458194381465,2.158798930342464,0.000970183868605096,0.002153498613593889
4.0,7.0,-33.20172294546896,2.0344439357957027,0.0006896945152477455,-0.0020757465983353685
4.0,7.5,-36.74448045570679,1.9513027039072615,0.0013403477036332955,-0.0005653714359852461
4.0,8.0,-36.8465641879384,1.892546881191539,0.001024098404632849,-0.0010090774171235062
4.0,8.5,-37.10520994023561,1.849095985800008,-0.0008810419243014597,-0.0010822532198069702
4.0,9.0,-41.88398941255549,1.8157749899217608,0.00020518674923838116,0.0007784197273633256
4.0,9.5,-41.74487521799995,1.7894652726688385,0.0005966799816696142,-0.0005595587948138935
4.5,0.5,-40.56873489479926,-1.6814535479687922,-0.0009256829976468142,0.0001427141115973743
4.5,1.0,-39.249795930067194,-1.695151321341658,0.0009976497012141718,0.0004396056741622372
4.5,1.5,-40.17390743184143,-1.7126933813990606,-0.0005930893797339538,-0.0007803796985263031
4.5,2.0,-36.32067464486533,-1.7359450042095235,0.00037781377157281937,0.0014799839048852863
4.5,2.5,-36.84200017552772,-1.7681918866447774,2.9875824571475777e-05,-0.0014381570096568747
4.5,3.0,-34.01495678952912,-1.8157749899217608,0.0012053095741132987,0.001585753320500249
4.5,3.5,-31.758935013041814,-1.892546881191539,-0.0024085482394284323,0.0009319862820590932
4.5,4.0,-28.46871516468181,-2.0344439357957027,-0.0027152449518979306,0.0026181942676332722
4.5,4.5,-24.99040789573673,-2.356194490192345,-0.002586226683354017,0.005000412923785684
4.5,5.0,-21.21320463671473,3.141592653589793,-0.004528657585053996,0.007424198560615015
4.5,5.5,-25.287518701610814,2.356194490192345,-0.0025277468880248372,0.004817418964017188
4.5,6.0,-29.906478075943483,2.0344439357957027,-0.0023679950682732277,0.0021471555348633988
4.5,6.5,-31.919311388159016,1.892546881191539,-0.00214332548997414,0.0013542718100555684
4.5,7.0,-34.372559227100766,1.8157749899217608,0.0010278990622407292,0.0016115885571949284
4.5,7.5,-33.892671964444375,1.7681918866447774,-0.00026883707004212104,-0.0020021011740488474
4.5,8.0,-35.62221677400373,1.7359450042095235,0.0005313086406931726,0.001567764737668838
4.5,8.5,-35.8636433297631,1.7126933813990606,-0.0009492077589649988,-0.0013003878759975615
4.5,9.0,-42.43891124420295,1.695151321341658,0.0005387700253474789,0.0005291824708755703
4.5,9.5,-40.05255716318267,1.6814535479687922,-0.0008935729633239016,0.0004353143193796437
5.0,0.5,-39.411190116525745,-1.5707963267948966,0.0010627367978943139,-0.00012565656702698445
5.0,1.0,-37.16804595639934,-1.5707963267948966,-0.0008673958573889242,-0.0010803502385951795
5.0,1.5,-38.009347247949,-1.5707963267948966,-0.0006501763203361535,0.0010764555141281856
5.0,2.0,-36.58868775832927,-1.5707963267948966,0.001476470424328843,0.00011620106756071566
5.0,2.5,-35.236574403490366,-1.5707963267948966,-0.0009459572746655734,-0.0014490654295065799
5.0,3.0,-32.84503913000292,-1.5707963267948966,-0.0011204870330473727,0.0019845500110199756
5.0,3.5,-31.17354654116169,-1.5707963267948966,0.002754189687296598,0.00021578207249178173
5.0,4.0,-28.209655897357486,-1.5707963267948966,-0.0018990111637772456,-0.003390538993151245
5.0,4.5,-21.546614947419044,-1.5707963267948966,-0.00434028634606437,0.007155465294742479
5.0,5.5,-21.53742331989102,1.5707963267948966,-0.004383071335168809,0.007139737066645439
5.0,6.0,-27.979956116264553,1.5707963267948966,-0.00212188480114028,-0.003379327307082474
5.0,6.5,-30.97151341413705,1.5707963267948966,0.0028262281816289173,8.938717324267017e-05
5.0,7.0,-33.2472151750023,1.5707963267948966,-0.0009838318136635863,0.0019407788413833692
5.0,7.5,-34.37010839754241,1.5707963267948966,-0.0012250222003661925,-0.001468052204591823
5.0,8.0,-38.4209119084542,1.5707963267948966,0.0011981328889523217,-5.4535118129054104e-05
5.0,8.5,-36.163609309304604,1.5707963267948966,-0.0008956046241549883,0.001271577832871515
5.0,9.0,-39.010431538885186,1.5707963267948966,-0.0005627128560071141,-0.0009691539637920415
5.0,9.5,-37.896928577165816,1.5707963267948966,0.0012418668287249447,-0.0002841201529359357
5.5,0.5,-40.10082818188028,-1.460139105621001,-0.0009543932057709371,0.0002572634687350039
5.5,1.0,-42.38276447389593,-1.446441332248135,0.0006550930574302763,0.0003854624070450597
5.5,1.5,-36.375088430317476,-1.4288992721907328,-0.0009781968783006399,-0.0011606795114327603
5.5,2.0,-37.4085379693641,-1.4056476493802699,0.0005095318145283062,0.0012475994068229753
5.5,2.5,-34.918191126368676,-1.373400766945016,-0.00035784627284556145,-0.0017590783718770557
5.5,3.0,-33.60990184169965,-1.3258176636680326,0.0012680815058857364,0.0016574638656245999
5.5,3.5,-32.71087022933188,-1.2490457723982544,-0.0020861400257728615,0.0010024534196128236
5.5,4.0,-29.51572335647694,-1.1071487177940904,-0.0024423009353224927,0.0022835941327797706
5.5,4.5,-24.95728518507066,-0.7853981633974483,-0.0025955329002505865,0.005019815170866636
5.5,5.0,-21.513012508108353,0.0,-0.004316613795317507,0.007207608732611567
5.5,5.5,-25.0363907088811,0.7853981633974483,-0.0023488648507072217,0.005083477331232282
5.5,6.0,-27.908643530821564,1.1071487177940904,-0.002811302931739489,0.0028779212775602607
5.5,6.5,-32.74359030364013,1.2490457723982544,-0.00211233154884164,0.000924521990047571
5.5,7.0,-33.414258459717914,1.3258176636680326,0.0013180249265981765,0.0016789014234261583
5.5,7.5,-36.47563743523123,1.373400766945016,0.0001125262195092234,-0.0014962128210653125
5.5,8.0,-35.580864495368516,1.4056476493802699,0.0005950936841052734,0.0015531434019797905
5.5,8.5,-40.46341209419312,1.4288992721907328,-0.00033911299532399166,-0.0008853211467353289
5.5,9.0,-38.65084176163977,1.446441332248135,0.0009277454780216452,0.0007096527340410407
5.5,9.5,-43.61554523457948,1.460139105621001,-0.0006594802200597112,6.4799711167877504e-06
6.0,0.5,-39.554669632842746,-1.3521273809209546,0.0008841566265884236,-0.0005711829005812281
6.0,1.0,-40.98654248594659,-1.3258176636680326,7.433945076352428e-05,0.00088953194931445
6.0,1.5,-38.822459855432285,-1.2924966677897853,-0.0006787880874738822,-0.0009223359519579869
6.0,2.0,-38.32428935405101,-1.2490457723982544,0.0006681482183681624,-0.001012144769301836
6.0,2.5,-36.29420236661447,-1.1902899496825317,0.0015160562429398865,-0.00022120988210769861
6.0,3.0,-33.649615310597625,-1.1071487177940904,0.00033378886672409707,-0.002050404352478227
6.0,3.5,-32.93037095196351,-0.982793723247329,0.0011662171873272746,0.001932048435457467
6.0,4.0,-29.499742875863944,-0.7853981633974483,-0.001970403139669805,-0.002708940811667432
6.0,4.5,-28.32957634252562,-0.4636476090008061,-0.0028762662981086165,0.0025333353463625778
6.0,5.0,-27.436981498277994,0.0,-0.002149344273314853,-0.0036637457030249143
6.0,5.5,-29.54633131803854,0.4636476090008061,-0.002395065837510883,0.0023161997855716903
6.0,6.0,-30.368844283839557,0.7853981633974483,-0.0016345244739232182,-0.0025522734651695672
6.0,6.5,-33.468767996958334,0.982793723247329,0.0008809286344273123,0.0019295179197911208
6.0,7.0,-34.36066253493668,1.1071487177940904,0.0002902364624812841,-0.0018919776871465844
6.0,7.5,-38.00341253560009,1.1902899496825317,0.0011461054192518382,-0.0005197025066346838
6.0,8.0,-38.913383062626565,1.2490457723982544,0.0008687863589798667,-0.0007276648273704003
6.0,8.5,-38.35123061806875,1.2924966677897853,-0.0007415045390907225,-0.0009549523175132015
6.0,9.0,-40.5241627020991,1.3258176636680326,-0.0001912679921287625,0.0009218040126442986
6.0,9.5,-43.78174315976615,1.3521273809209546,0.0003219909957566734,-0.0005612016600476446
6.5,0.5,-40.437289310416624,-1.2490457723982544,-0.00029384483677357635,0.0009043610357271627
6.5,1.0,-42.399611850654196,-1.2120256565243244,-0.0005972296271551453,0.0004677693254687405
6.5,1.5,-38.95816214271062,-1.1659045405098132,-0.0009033736308543452,0.0006745576228294637
6.5,2.0,-36.63327543840953,-1.1071487177940904,0.0007894580877543288,0.001244113772281089
6.5,2.5,-36.06362507525054,-1.0303768265243125,-0.0010626369587436021,-0.0011602403626854484
6.5,3.0,-35.842804561452596,-0.9272952180016122,-0.0009476444121481976,-0.0013063082235273448
6.5,3.5,-33.892965490232456,-0.7853981633974483,0.0019825615242665164,-0.00038711302336845736
6.5,4.0,-32.8102944459539,-0.5880026035475675,0.0011535038253809439,0.0019761270982669005
6.5,4.5,-31.761748220298685,-0.3217505543966422,-0.0024394626629008574,0.0008452253943889356
6.5,5.0,-30.063262542866838,0.0,0.003135446664407318,0.00015608537114960232
6.5,5.5,-31.63156142625381,0.3217505543966422,-0.0022875644072073644,0.0012787742952975962
6.5,6.0,-33.28736090337598,0.5880026035475675,0.0010555700026222403,0.0018912312169442288
6.5,6.5,-34.00909980381969,0.7853981633974483,0.001936881118064272,-0.00047035136285352726
6.5,7.0,-36.47300036443784,0.9272952180016122,-0.0006397024383245924,-0.00135774194085008
6.5,7.5,-36.5983063041087,1.0303768265243125,-0.000822500675401654,-0.0012296778561257334
6.5,8.0,-38.76794521016349,1.1071487177940904,0.00036886778248166664,0.0010917688396761308
6.5,8.5,-39.99349170090885,1.1659045405098132,-0.0005778790768796758,0.0008170406888279718
6.5,9.0,-43.086856280889165,1.2120256565243244,-0.0004921673830124841,0.0004990336906826288
6.5,9.5,-43.31773551582023,1.2490457723982544,-0.00024573909995565446,0.0006367426607084797
7.0,0.5,-42.626507035873985,-1.1525719972156676,0.00042995462982456796,-0.0006011123011998569
7.0,1.0,-40.11234736659873,-1.1071487177940904,-0.0009728869137211824,-0.00016719404957900452
7.0,1.5,-39.90679130645227,-1.0516502125483738,0.0008616459311369091,0.0005284508978812778
7.0,2.0,-41.94093936966206,-0.982793723247329,-0.000287943184371998,0.0007461133960367941
7.0,2.5,-36.30190128655137,-0.8960553845713439,0.0012305165684288297,0.0009105118016256178
7.0,3.0,-36.48887958725295,-0.7853981633974483,-0.0009598560680504243,0.0011502770162003415
7.0,3.5,-36.155849452726876,-0.6435011087932844,-0.0004871376037962386,-0.0014785265916831632
7.0,4.0,-34.344932706942195,-0.4636476090008061,0.0004111430013211167,-0.0018729848749791042
7.0,4.5,-33.55456025536573,-0.24497866312686414,0.0010267505720137672,0.0018321718025729032
7.0,5.0,-33.647057714866065,0.0,-0.0008754285530142552,0.0018846060833834603
7.0,5.5,-33.12251913978422,0.24497866312686414,0.001178423103772552,0.0018664878205069233
7.0,6.0,-33.45772582015566,0.4636476090008061,0.0004112248915829179,-0.002083608036674641
7.0,6.5,-34.095600918469216,0.6435011087932844,-0.0010225096118809348,-0.0016878590815938984
7.0,7.0,-37.53772935577997,0.7853981633974483,-0.0005996224483262908,0.0011846309255447174
7.0,7.5,-38.91390556076501,0.8960553845713439,0.0008154694659374517,0.0007868550603442666
7.0,8.0,-40.66310528685673,0.982793723247329,-1.0250319919253691e-05,0.0009264418283032626
7.0,8.5,-42.283003183616835,1.0516502125483738,0.0005291867278717462,0.0005577760416849175
7.0,9.0,-41.15595309048429,1.1071487177940904,-0.0008679755974289606,-0.00011370449268455072
7.0,9.5,-41.06612985110479,1.1525719972156676,0.00019771424586828508,-0.0008621100438377964
7.5,0.5,-40.41895097309683,-1.0636978224025597,-0.000887748925090901,0.0003463259798601226
7.5,1.0,-41.55651465919803,-1.0121970114513341,0.00038605634382670573,-0.0007414536265974661
7.5,1.5,-41.62592252212725,-0.9505468408120752,0.00041582631860849684,-0.0007174972378762821
7.5,2.0,-39.775293138745624,-0.8760580505981934,-0.0009665494826739731,0.0003447966071175397
7.5,2.5,-37.22937888220338,-0.7853981633974483,-0.0007381802330497342,-0.0011609066371099607
7.5,3.0,-36.773081458006814,-0.6747409422235526,0.0010619067368621404,0.0009872387519925898
7.5,3.5,-37.287254657212124,-0.5404195002705842,-0.0009178836824084807,-0.0010124472430266158
7.5,4.0,-36.74656583380731,-0.3805063771123649,0.0013750332301283768,-0.00047375579130322387
7.5,4.5,-36.84200017552772,-0.19739555984988075,2.9875824571475777e-05,-0.0014381570096568747
7.5,5.0,-35.51806130832679,0.0,-0.0009608882086971986,-0.001372362967364786
7.5,5.5,-33.94420609511302,0.19739555984988075,-0.0005569591189944446,-0.001929337476926564
7.5,6.0,-35.8592834932961,0.3805063771123649,0.0015019429864110833,-0.0005820435166618312
7.5,6.5,-35.10739818801512,0.5404195002705842,-0.0012758968448556953,-0.0012071134370886382
7.5,7.0,-39.18170857811546,0.6747409422235526,0.0009307050305810161,0.0005840607014329864
7.5,7.5,-36.09583802359747,0.7853981633974483,-0.0008103767059527561,-0.0013417719851271982
7.5,8.0,-37.62894470661031,0.8760580505981934,-0.0013050258920631486,-0.00015219962492382238
7.5,8.5,-37.25233469971457,0.9505468408120752,0.0005953106230301031,-0.0012362208553589648
7.5,9.0,-43.10740832695858,1.0121970114513341,0.0002617083765251842,-0.000648423301287108
7.5,9.5,-42.34506582945081,1.0636978224025597,-0.0007622065675013249,-4.2498114757748875e-05
8.0,0.5,-42.03756441610416,-0.982793723247329,-0.000780868245774438,0.00012557141153213286
8.0,1.0,-41.233083611634946,-0.9272952180016122,-0.0002216697446215494,0.0008388583757101136
8.0,1.5,-38.71806788929065,-0.8621700546672264,0.0007501468835205321,-0.0008835395424551438
8.0,2.0,-41.65077618701947,-0.7853981633974483,0.0007831446611773617,-0.00026546914448976694
8.0,2.5,-39.24623097746087,-0.6947382761967031,-0.0010906571417296394,1.0561277486986626e-06
8.0,3.0,-38.720714202030635,-0.5880026035475675,-0.00027883366098201297,0.0011246314728074905
8.0,3.5,-38.80174223838368,-0.4636476090008061,0.000679770460991407,0.0009250081763077572
8.0,4.0,-39.015317236375324,-0.3217505543966422,0.00062827681602228,-0.000927233164197028
8.0,4.5,-37.372560819790664,-0.16514867741462683,0.0005563727736723509,0.0012335654228126322
8.0,5.0,-38.170878977848446,0.0,0.001219431922708909,-0.00019165102297278027
8.0,5.5,-35.95857733834101,0.16514867741462683,0.00029700752415249827,0.0015645273262066615
8.0,6.0,-36.680614638295594,0.3217505543966422,0.0010679096331114382,-0.0010035414978668933
8.0,6.5,-39.73527913256585,0.4636476090008061,0.0005060647164361655,0.000898191945887388
